product_name,product_url,product_price,category_name,available_sizes,sense_of_the_size,image_url,title_of_description,general_description,general_description_itemization,kws,reviews
フォーラム 84 ロー CL / Forum 84 Low CL,https://shop.adidas.jp/products/IG3769/,"16,500",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,31.0cm",,"/photo/IG/IG3769/s-IG3769-standard-side_lateral_center_view-WOnpaxkBlx.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",フォーラム 84 ロー CL / Forum 84 Low CL,このアディダスシューズを履いて、80年代のバスケットボールスタイルを感じよう。フォーラムがこれほどまでに愛されている理由になっているディテールを、忠実に踏襲。スエードとフルグレインレザーのアッパーに、光を浴びて輝くゴールドフォイルのディテールをあしらっている。そして、ガムラバーカップソールが、このシューズの人気に火が付いた時代を彷彿とさせる。柔らかなテキスタイルライニングが一日中快適な履き心地をキープしてくれるおかげで、いい時間が過ごせる。オリジナルスニーカーのコレクターにも、単にクラシックに目がない人にも、このシューズは自己表現のプラットフォームとなるはず。,"レギュラーフィット,シューレースクロージャー,スエードとフルグレインレザーのアッパーにゴールドフォイルのディテール,テキスタイルライニング,ガムラバーカップソール","シューズ・靴,スニーカー,オリジナルス,バスケットボール,フォーラム,フォーラム84,ローカット,バスケットボールシューズ・靴,NIP24",
スタンスミス ボネガ / Stan Smith Bonega,https://shop.adidas.jp/products/GY9310/,"12,320",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm","小さめ,適切,大きめ","/photo/GY/GY9310/s-GY9310-standard-side_lateral_center_view-B6NzJfeVkh.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",スタンスミス ボネガ / Stan Smith Bonega,大好きなスタンスミスが、大胆なプラットフォーム アウトソールを搭載して一新。変わったのはそこだけなのに、まるで違うルックスに。ソールに2層のフォクシングテープをあしらい、高さをより際立たせている。さらに、贅沢な雰囲気の滑らかなプレミアムレザーアッパーが、厚みのあるソールと絶妙なバランスを生んで、どんなスタイルでも合わせやすい一足に仕上がっている。,"レギュラーフィット,シューレースクロージャー,合成アッパー,テキスタイルライニング,メモリーフォームソックライナー,ラバーアウトソール,アッパーには、リサイクル素材を50％以上使用","シューズ・靴,スニーカー,オリジナルス,スタンスミス,MINI ME（ミニミー）,MADE ORIGINALS,ローカット,リサイクル素材一部使用,LPZ30","[{'identifier': '155995353', 'review_body': '別メーカーの同タイプを購入したら、底が厚い分なのか、とても重くて履く気になれず、近所の買い物だけに着用してます。それに比べてさすがアディダスと思えるほど軽くよかったです。', 'date_published': '2023-04-08', 'rating_value': '5'}, {'identifier': '161162582', 'review_body': '思いの外超軽量。足・歩行の安心感、安全面をシューズの堅牢さに求める人には少し物足りなさを感じるかもしれない。インソールももう少し厚みのある素材に変わると足底のフィット感が増す。', 'date_published': '2023-11-12', 'rating_value': '3'}, {'identifier': '157029944', 'review_body': '普通のスタンスミスより足先が狭く感じるました。 いつもより0.5大きいサイズがちょうど良かったです。', 'date_published': '2023-05-20', 'rating_value': '5'}, {'identifier': '149792025', 'review_body': 'スタンスミスマニアの自分が一目惚れした一品です！色違いもかわいいけれど、定番カラーのホワイト×グリーンはサイコーにかっこいいです。', 'date_published': '2022-09-28', 'rating_value': '5'}, {'identifier': '161867490', 'review_body': 'いつもスタンスミスを履いてます この商品もいつものサイズでピッタリ 歩きやすいのでガンガン履いていきます', 'date_published': '2023-12-09', 'rating_value': '5'}, {'identifier': '155659688', 'review_body': '履き心地、歩きやすさ、デザイン、とてもバランスの良い一足です。 色違いも購入済みです。 また新色出して欲しいです。', 'date_published': '2023-03-28', 'rating_value': '5'}, {'identifier': '159328005', 'review_body': '今までadidas Originals Forum Bold triple whiteの厚底タイプも持っていて気に入っていましたが、重たくて軽いスニーカーを探していました。 比べると重さが軽くてとても良いです！ 後のシルバーが服を選ばないので50代の私には合わせやすいです。', 'date_published': '2023-08-23', 'rating_value': '5'}, {'identifier': '163784726', 'review_body': '普段adidasは23.5cmを履いていますが、23.0cmでも余裕あり。分厚い靴下か、タイツに靴下を合わせてちょうどいいサイズです。 デザインはとても可愛く、軽くて履きやすいのでおすすめです！', 'date_published': '2024-02-25', 'rating_value': '4'}, {'identifier': '148277409', 'review_body': 'スタンスミスははきやすく好きなスニーカーの一つですが、靴底が柔らかいためか、かかとの部分には穴が開きます。厚底のタイプが出たので購入しました。中敷きが少し厚く、最初にはいた時にタイトに感じましたが、1日はくと体重で中敷きが十分にへこんで、いい感じのフィット感になりました。夏にとても合うスニーカーです。', 'date_published': '2022-08-10', 'rating_value': '5'}, {'identifier': '157755535', 'review_body': '購入して正確の商品です。スカートにもパンツにもスウェットパンツでもデニムパンツでも、何に合わせてもいい', 'date_published': '2023-06-18', 'rating_value': '5'}]"
アディマティック Mid / Adimatic Mid,https://shop.adidas.jp/products/IF8791/,"16,500",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,31.0cm",,"/photo/IF/IF8791/s-IF8791-standard-side_lateral_center_view-JDa9Wj4mrp.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",アディマティック Mid / Adimatic Mid,古さと新しさが交差する。アーカイブスタイルにインスパイアされたデザインの、過去と現在を繋ぐアディマティック シューズが、今シーズンも投入された。ウェビングストライプが引き立つ、上質なスエードアッパーのデザインだから、ジョガーパンツやジーンズとの相性よし。テキスタイルライニングとラバーアウトソールを組み合わせた、一日中快適に履いていられるミッドカットシューズ。ひと目でアディダスとわかる、ツートンカラーのバッジ オブ スポーツの刺しゅう入り。,"レギュラーフィット,シューレースクロージャー,スエードアッパー,テキスタイルライニング,ラバーアウトソール","シューズ・靴,スニーカー,オリジナルス,アディマティック,ミドルカット,NJR92",
スタンスミス 80s / Stan Smith 80s,https://shop.adidas.jp/products/IF7270/,"19,800",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm","小さめ,適切,大きめ","/photo/IF/IF7270/s-IF7270-standard-side_lateral_center_view-id9TwmblR5.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",スタンスミス 80s / Stan Smith 80s,50年以上にわたり不動の人気を誇るアイコン、スタンスミス。これは、初期モデルへのオマージュを込めた一足。80年代モデルを復刻したプロポーションと素材、上質なレザーとクラシックなラバーアウトソールが特徴。パーフォレーションのスリーストライプス、シュータンラベルなどのディテールは、すべてオリジナルを忠実に再現している。デビューから数十年にわたって生み出されてきたスタンスミスと同様、シンプルさを極めた合わせやすいデザインが輝きを放つ。,"シューレースクロージャー,レザーアッパー,レザーライニング,ラバーアウトソール","シューズ・靴,スニーカー,オリジナルス,スタンスミス,ローカット,LZQ51","[{'identifier': '160348349', 'review_body': 'デザイン・素材がかなり良いです。 サイズ感は小さ目。 いつもと同じサイズにしたら少し窮屈で、靴同士比べてみても少し小さいつくり。 ワンサイズあげても良かった。', 'date_published': '2023-10-08', 'rating_value': '4'}, {'identifier': '154406713', 'review_body': '本革で復刻してとてもうれしいのですが 22,000円のFZ5597と何が違うのですか？ スタッフの方教えて下さい！！', 'date_published': '2023-02-13', 'rating_value': '5'}, {'identifier': '163668249', 'review_body': 'カラー違いで８０ｓのホワイトは既に持っていたので履き心地や柔らかいレザーの良さなど気に入ってこちらのブラックも購入しました。 スタンスミスとしては高めではありますが納得出来る一足だと思います。', 'date_published': '2024-02-20', 'rating_value': '5'}, {'identifier': '163157171', 'review_body': '久しぶりに購入。 素晴らしいデザインで、履いてるだけで気分もいい。 なるべく長く愛用したい1品です。', 'date_published': '2024-01-28', 'rating_value': '5'}, {'identifier': '161387915', 'review_body': 'フィットしていて履き心地がとても最高です！そのうえデザインもシンプルで可愛くて超お気に入りです！！！', 'date_published': '2023-11-21', 'rating_value': '5'}, {'identifier': '157066302', 'review_body': '履き心地もよくカジュアルに履けるのはもちろんですが、皮なので少し高めのレストランなどに行っても違和感なく、重宝しています。', 'date_published': '2023-05-22', 'rating_value': '4'}, {'identifier': '157658500', 'review_body': 'ロゴがゴールドのスタンススミスリコンを持っているのですが、ロゴも同色のスタンススミスを探してたところ、オールレザーのこのモデルを見つけて購入しました。履き心地はインナーの感じがリコンの方が、良い感じはしますが、オールレザーモデルのしっとり感はとてもいいと思います。', 'date_published': '2023-06-13', 'rating_value': '4'}, {'identifier': '158610878', 'review_body': '本革なので、柔かくて、しかも足にフィットしてとても履きやすいです。発送も早かったです。他の色も試してみたいです。', 'date_published': '2023-07-23', 'rating_value': '5'}]"
Y-3 GENDO SST,https://shop.adidas.jp/products/IG2936/,"113,850",Y-3,"22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm",,"/photo/IG/IG2936/s-IG2936-standard-side_lateral_center_view-OwWf5PPyAY.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",Y-3 GENDO SST,アディダスの最もクラシックなシルエットを踏襲したアッパーを携えた「Y-3 GENDO SST」は、未来に焦点を当てた、Y-3が誇る革新的で大胆なシューズ。空間と高さというアイデアで遊びを入れた、全体を中空にしたTPUプレートを採用したデザイン。これには、空間にある意味的、物理的双方で解釈される奥行きという、日本ならではの感性がベースになっている。Yohji YamamotoのシグネチャーがTPUプレートに彫刻され、ラバーシェルトゥのような、アディダスSSTシューズのアイコニックなディテールも備えている。,"シューレースクロージャー,レザーアッパー,レザーとスエードのライニング,合成繊維（EVA）のミッドソール,TPUミッドソールプレート / ポリウレタンアウトソール","シューズ・靴,スニーカー,Y-3,SST,ローカット,MCI72",
BEAUTY&YOUTH スタンスミス / Stan Smith,https://shop.adidas.jp/products/HP5512/,"10,010",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm","小さめ,適切,大きめ","/photo/HP/HP5512/s-HP5512-standard-side_lateral_center_view-uNMpAvjTxw.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",BEAUTY&YOUTH スタンスミス / Stan Smith,50年以上にわたり、エフォートレスなスタイルを形作ってきたスタンスミスは、昔も今もそして未来も、オールラウンドに活躍し続ける、定番アイテム。今季モデルは、パーフォレーションのスリーストライプス、コントラストカラーのヒールタブなど、スタンスミスのミニマルなスタイルはそのままに、地球に優しい作りにアップグレード。,"レギュラーフィット,シューレースクロージャー,合成アッパー,合成ライニング,ラバーアウトソール,アッパーには、リサイクル素材を50％以上使用","シューズ・靴,スニーカー,オリジナルス,スタンスミス,ローカット,リサイクル素材一部使用,LSH36","[{'identifier': '161849704', 'review_body': 'やはりスタンスミスはいいですね。 履き心地も機能性も抜群です。 カジュアルはもちろん色を選べば フォーマルにも使えます。 おすすめです。', 'date_published': '2023-12-08', 'rating_value': '5'}, {'identifier': '156102001', 'review_body': '落ち着いた良い色味です。本革に慣れていると硬いと感じますが、汚れも目立ちにくく、なにより色が気に入ってるので割と履いてます。なのでコスパは良いです。', 'date_published': '2023-04-13', 'rating_value': '5'}, {'identifier': '151543675', 'review_body': '今迄に自分が履いてきたadidasのスニーカーとは違ってやや細身な感じ。いつもより0.5cm小さめを購入。シンプルなデザインで色が珍しい大人感満載の茶色だからなのか、カジュアルなデニムだけでなく、ジャケ・パンの格好でも充分合わせやすくて良いかなと思います。', 'date_published': '2022-11-20', 'rating_value': '5'}, {'identifier': '160771810', 'review_body': 'adidasは24.5センチで、コンバースは25センチを履いています。 紐で調整出来るため、自身で快適な履き心地を作れます。', 'date_published': '2023-10-27', 'rating_value': '4'}, {'identifier': '163691778', 'review_body': 'この様な色目のスニーカーは中々お目にかかれないのとスタンスミスでありながら、それをあまり感じさせないところが気に入ってます', 'date_published': '2024-02-21', 'rating_value': '4'}, {'identifier': '163943985', 'review_body': 'コラボ商品が好きで、中でも BEAUTY\\u0026YOUTHということで買いました。色も清潔感があって、気に入って履いています。', 'date_published': '2024-03-03', 'rating_value': '4'}, {'identifier': '159744794', 'review_body': 'とても良い商品です。 やはりスタンスミスは永久不滅です。 履き心地、デザイン、全てがアディダスを象徴する商品です。', 'date_published': '2023-09-11', 'rating_value': '5'}, {'identifier': '157913737', 'review_body': 'アウトレットストアで、合皮のスタンスミスを初めて買いました。２～３回までは硬めかなとは感じましたが、意外と歩きやすいです。むしろ、合皮なので雨でも履けるのでセットアップスーツに合わせて履いてます。', 'date_published': '2023-06-24', 'rating_value': '4'}, {'identifier': '152311751', 'review_body': '落ち着いた色で大人が履くのにしっくりきます。デザインや履き心地は安心のスタンスミスなので問題ありません。', 'date_published': '2022-12-11', 'rating_value': '5'}, {'identifier': '156675766', 'review_body': '履き心地はいつも通りでとてもフィットして足が疲れにくいです。色が何より余り見ない感じなのがとても良い。着ていく服にも合わせやすいのでおすすめですね。', 'date_published': '2023-05-06', 'rating_value': '4'}]"
Y-3 Superstar,https://shop.adidas.jp/products/IE3237/,"48,400",Y-3,"22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm",,"/photo/IE/IE3237/s-IE3237-standard-side_lateral_center_view-w1jRU8ek4F.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",Y-3 Superstar,アディダス スーパースターは、ブランド史上最もクラシックで愛されてきたシューズの一つ。今季、ソフトなレザーアッパーとレザーライニングを採り入れた斬新なスタイルでアップデートした、「Y-3 SUPERSTAR」が登場。リュクスな雰囲気はそのままに、このシューズの最もアイコニックなディテールであるシェルトゥもレザー仕様にした、アイキャッチーなモデル。　※「Super Star」は、株式会社ムーンスターの日本における登録商標です。,"レギュラーフィット,シューレースクロージャー,レザーアッパー,柔らかな感触,レザーライニング,ラバーアウトソール,Y-3 ロゴ","シューズ・靴,スニーカー,Y-3,ローカット,NKY61",
Y-3 Superstar,https://shop.adidas.jp/products/IG4026/,"48,400",Y-3,"22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm",,"/photo/IG/IG4026/s-IG4026-standard-side_lateral_center_view-jJnED4HkmB.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",Y-3 Superstar,アディダス スーパースターは、ブランド史上最もアイコニックで皆に愛されてきたシューズの一つ。今季、ソフトなレザーアッパーとレザーライニングを採り入れた斬新なスタイルでアップデートした、「Y-3 SUPERSTAR」が登場。リュクスな雰囲気はそのままに、このシューズの最もアイコニックなディテールであるシェルトゥもレザー仕様にした、アイキャッチーなモデル。　※「Super Star」は、株式会社ムーンスターの日本における登録商標です。,"レギュラーフィット,シューレースクロージャー,レザーアッパー,柔らかな感触,レザーライニング,ラバーアウトソール,Y-3 ロゴ","シューズ・靴,スニーカー,Y-3,ローカット,NLB69",
スーパースター XLG Atmos / Superstar XLG Atmos,https://shop.adidas.jp/products/IF6290/,"16,500",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm",,"/photo/IF/IF6290/s-IF6290-standard-side_lateral_center_view-drww45kjfP.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",スーパースター XLG Atmos / Superstar XLG Atmos,良いものがさらに良くなった。アイコニックなアディダス スーパースターシューズが、日本のスニーカーブティック、atmosとタッグを組んで、数十年にわたり愛されてきた人気モデルのモダンなバージョンをリリース。黒で統一したレザーアッパーに厚めのパッドを配して、大胆な見た目に仕上げている。サイドのスリーストライプスから、お馴染みのシェルトゥまで、スーパースターを象徴するディテールは健在。その結果誕生したのが、1969年にバスケットボールコート用スニーカーとしてデビューしたモデルをヒントにした、スタイリッシュで滑らかな一足。　※「Super Star」は、株式会社ムーンスターの日本における登録商標です。,"レギュラーフィット,シューレースクロージャー,パッド入りレザーアッパー,ラバーシェルトゥ,テキスタイルライニング,ラバーアウトソール","シューズ・靴,スニーカー,オリジナルス,スーパースター,アトモス　atmos,ローカット,NIR81",
SST ボネガ / SST Bonega,https://shop.adidas.jp/products/GX1840/,"17,600",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm",,"/photo/GX/GX1840/s-GX1840-standard-side_lateral_center_view-M8oj285MVL.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",SST ボネガ / SST Bonega,大好きなSSTが、大胆なプラットフォーム アウトソールを搭載して一新。変わったのはそこだけなのに、まるで違うルックスに。ソールに2層のフォクシングテープをあしらい、高さをより際立たせている。さらに、スリーストライプスの刺しゅうが、厚みのあるソールと絶妙なバランスを生んで、どんなスタイルにも合わせやすい一足に仕上がっている。,"レギュラーフィット,シューレースクロージャー,コーティングを施したレザーアッパー,テキスタイルライニング,メモリーフォームソックライナー,EVAドロップイン,アッパーには、リサイクル素材を50％以上使用","シューズ・靴,スニーカー,オリジナルス,MINI ME（ミニミー）,ローカット,リサイクル素材一部使用,LJA90","[{'identifier': '149318035', 'review_body': '厚底欲しくても高すぎたりでなかなか無かったのですがこれはちょうど良すぎて即決しました！ クッションもよく履き心地もよく、甲高なわたしでもきつくなく購入して良かったです！', 'date_published': '2022-09-11', 'rating_value': '5'}, {'identifier': '157446413', 'review_body': '夫婦でadidas好きなのでHPを見て即決しました。 厚底なデザインが奥さんに似合いそうと思い購入。', 'date_published': '2023-06-04', 'rating_value': '5'}, {'identifier': '153692122', 'review_body': '足にピッタリで最高です。私の足は幅広く甲高で、スニーカーを探すのに時間がかかりますが、スーパースターは丁度いいです。', 'date_published': '2023-01-21', 'rating_value': '5'}, {'identifier': '153658499', 'review_body': '多分足の形の問題だと思うが、歩くとかかと部分が脱げやすい感覚。プロモデルでも同様の感覚だったが、他の人はそうでもないようなので、商品の問題ではないと思う。デザインが気に入ったので購入しました。大事にしたいです。 レビューがポイントに全然反映されない。。', 'date_published': '2023-01-20', 'rating_value': '4'}]"
アディマティック ヘンプ / ADIMATIC HEMP,https://shop.adidas.jp/products/HQ6908/,"9,240",オリジナルス,"23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,31.0cm",,"/photo/HQ/HQ6908/s-HQ6908-standard-side_lateral_center_view-HTa2xUUXPd.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",アディマティック ヘンプ / ADIMATIC HEMP,2000年代のスケートシューズを象徴するようなこのアディダス アディマティックは、オリジナルモデルをベースに、キャンバスアッパーを採用して一新。ビンテージ感が出る大きなスリーストライプスと、ミッドソールの飾り穴をあしらっている。お気に入りのグラフィックTシャツやシンプルなパーカーと合わせれば、くつろいだ雰囲気に。,"レギュラーフィット,シューレースクロージャー,キャンバスアッパー,合成素材のライニング,ラバーアウトソール","シューズ・靴,スニーカー,オリジナルス,アディマティック,ローカット,MBU99","[{'identifier': '163854353', 'review_body': 'あまり人気がない様ですが実物は良いシューズです。millenniumの頃skate shoesで懐かしいsilhouetteで購入して良かったです。suedeの品質も某N社のMadeと比較でも劣らない位良いです。サイズは私の様なsnug fitが好きなら0.5cm下げた方が良いと思います。looseが良い方がいつものサイズで良いでしょう。このシューズは私には少し幅が広く感じますが、tightだと書いているreviewも多いので、足幅の広い方はサイズ選びが難しいかも。兎に角y2kが好きな方には凄くおすすめなsilhouetteです。', 'date_published': '2024-02-28', 'rating_value': '5'}]"
アディフォーム クライマクール / ADIFOM CLIMACOOL,https://shop.adidas.jp/products/IF3899/,"13,200",オリジナルス,"22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,30.0cm",,"/photo/IF/IF3899/s-IF3899-standard-side_lateral_center_view-P6Towv22kc.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",アディフォーム クライマクール / ADIFOM CLIMACOOL,イノベーションをデザインの核に落とし込んだアディダス シューズ。ベンチレーションが爽やかな通気を促して暑さを和らげてくれる、足を涼しく快適に保つ作り。ソフトなクッショニングが軽快な履き心地をもたらし、内側のメッシュライニングは靴下のように足を包み込んでくれる。さらに、アウターシェル部分にバイオ素材を使用して、モダンでラギッドなスタイルに仕上げている。 ,"レギュラーフィット,シューレースクロージャー,テキスタイルアッパー,テキスタイルライニング,ラバーアウトソール,アッパーには、リサイクル素材を50％以上使用","シューズ・靴,スニーカー,オリジナルス,ADIFOM,クライマ,ローカット,クライマクール,NIT71","[{'identifier': '159348428', 'review_body': 'クッション性ハンパない!個人的にyeezyを彷彿させるけどそれより好き。足先がタイト。1サイズアップ推奨。', 'date_published': '2023-08-24', 'rating_value': '5'}, {'identifier': '159235102', 'review_body': 'フォルムは実物はかなり大きく、イメージとしてはランニングシューズの1.5倍くらいで、またホワイトのため、あしもとの存在感がすごいです。ローカットのバッシュのような大きさです。 中のインナー(＆中敷き)を外して外側だけでもサンダル的に使えるかなと試しましたが、それは難しいです。インナーのクッションがしっかりした分厚いものだからです。一方、中敷きだけを入れれば、かなりルーズではありますが、短距離の使用であればサンダル的に使えなくはないです。 とても珍しい商品で、入手できて嬉しいです。', 'date_published': '2023-08-19', 'rating_value': '4'}]"
GAZELLE 85 atmos,https://shop.adidas.jp/products/IG1729/,"17,600",オリジナルス,"22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm",,"/photo/IG/IG1729/s-IG1729-standard-side_lateral_center_view-AUMDqISyIY.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg,/static/images/tools/itemCard_dummy.jpg",GAZELLE 85 atmos,数十年前にリリースされたアディダスのガゼル85が、アイコンとして今戻ってきた。プレミアムなテイストを加えて。フォクシングテープが巻かれた、アーカイブからインスピレーションを得たシルエットを、人気のカラーリングでまとめ、オリジナルモデルをセレブレート。かつてトレーニングの定番だった薄底シューズが、今や快適な日常を送るのに欠かせない、マストアイテムになっている。バターのように滑らかなレザーアッパーとラバーアウトソールが、一日中軽快な足取りを支え、ビンテージな魅力にもなっている。過去の名作を手に入れて、自分らしく履きこなそう。,"レギュラーフィット,シューレースクロージャー,レザーアッパー,レザーライニング,ラバーアウトソール","シューズ・靴,スニーカー,オリジナルス,ガゼル,Tトゥシューズ,ローカット,NLB58",
